route_id,route_name,stop_name,transport_type,timestamp,ridership,traffic_congestion_index
47108,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,117,0.39
47108,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,78,0.15
47108,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,165,0.16
47108,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,372,0.18
47108,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,110,0.36
47108,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,336,0.46
47108,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,316,0.33
47108,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,287,0.38
47108,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,182,0.14
47108,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,385,0.16
47108,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,254,0.23
47109,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,53,0.32
47109,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,208,0.47
47109,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,95,0.45
47109,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,164,0.29
47109,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,69,0.31
47109,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,192,0.32
47109,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,252,0.38
47109,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,392,0.15
47109,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,289,0.44
47109,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,97,0.34
47109,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,98,0.28
47109,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,245,0.26
47109,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,280,0.33
47110,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,238,0.25
47110,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,188,0.29
47110,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,102,0.32
47110,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,263,0.15
47110,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,371,0.38
47110,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,262,0.24
47110,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,259,0.32
47110,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,347,0.28
47110,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,66,0.22
47110,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,252,0.3
47110,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,98,0.29
47110,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,292,0.42
47110,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,150,0.32
47111,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,304,0.19
47111,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,123,0.18
47111,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,225,0.44
47111,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,222,0.27
47111,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,126,0.14
47111,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,353,0.42
47111,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,262,0.37
47111,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,61,0.45
47111,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,343,0.22
47111,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,351,0.26
47111,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,228,0.32
47111,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,379,0.35
47111,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,179,0.44
47112,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,359,0.29
47112,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,298,0.26
47112,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,329,0.28
47112,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,112,0.46
47112,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,84,0.28
47112,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,369,0.11
47112,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,210,0.22
47112,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,102,0.37
47112,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,181,0.14
47112,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,124,0.22
47112,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,318,0.48
47112,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,50,0.27
47112,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,109,0.39
47113,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,94,0.2
47113,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,288,0.35
47113,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,146,0.21
47113,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,391,0.49
47113,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,285,0.34
47113,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,318,0.19
47113,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,118,0.25
47113,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,161,0.15
47113,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,166,0.22
47113,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,237,0.48
47113,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,68,0.28
47113,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,366,0.44
47113,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,195,0.13
47114,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,219,0.48
47114,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,184,0.46
47114,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,315,0.21
47114,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,195,0.36
47114,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,281,0.45
47114,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,279,0.49
47114,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,259,0.38
47114,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,166,0.48
47114,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,148,0.27
47114,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,289,0.3
47114,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,66,0.16
47114,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,145,0.14
47114,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,360,0.13
47115,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,70,0.32
47115,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,217,0.33
47115,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,284,0.33
47115,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,351,0.13
47115,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,53,0.22
47115,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,363,0.29
47115,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,275,0.28
47115,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,194,0.47
47115,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,195,0.31
47115,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,97,0.37
47115,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,301,0.41
47115,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,264,0.3
47115,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,219,0.27
47116,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,219,0.33
47116,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,116,0.25
47116,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,301,0.29
47116,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,127,0.17
47116,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,330,0.11
47116,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,249,0.18
47116,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,325,0.37
47116,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,148,0.16
47116,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,106,0.23
47116,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,274,0.49
47116,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,253,0.25
47116,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,334,0.19
47116,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,341,0.32
47117,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,240,0.2
47117,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,180,0.26
47117,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,324,0.12
47117,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,159,0.16
47117,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,81,0.15
47117,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,286,0.14
47117,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,112,0.47
47117,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,314,0.29
47117,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,382,0.24
47117,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,138,0.42
47117,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,329,0.48
47117,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,230,0.42
47117,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,79,0.21
47118,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,173,0.28
47118,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,256,0.35
47118,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,76,0.42
47118,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,292,0.27
47118,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,194,0.37
47118,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,89,0.42
47118,HYB-LPI,FATEHNAGAR,MMTS_Train,2024-11-21 00:00:00,246,0.35
47118,HYB-LPI,BHARATNAGAR,MMTS_Train,2024-11-21 00:00:00,362,0.18
47118,HYB-LPI,BORABANDA,MMTS_Train,2024-11-21 00:00:00,125,0.1
47118,HYB-LPI,HITECH CITY,MMTS_Train,2024-11-21 00:00:00,90,0.18
47118,HYB-LPI,HAFIZPETA,MMTS_Train,2024-11-21 00:00:00,79,0.38
47118,HYB-LPI,CHANDANAGAR,MMTS_Train,2024-11-21 00:00:00,340,0.4
47118,HYB-LPI,LINGAMPALLI,MMTS_Train,2024-11-21 00:00:00,248,0.39
47119,HYB-LPI,HYDERABAD,MMTS_Train,2024-11-21 00:00:00,222,0.32
47119,HYB-LPI,LAKDIKAPUL,MMTS_Train,2024-11-21 00:00:00,338,0.42
47119,HYB-LPI,KHAIRATABAD,MMTS_Train,2024-11-21 00:00:00,381,0.35
47119,HYB-LPI,NECKLACE ROAD,MMTS_Train,2024-11-21 00:00:00,360,0.26
47119,HYB-LPI,BEGUMPET,MMTS_Train,2024-11-21 00:00:00,84,0.13
47119,HYB-LPI,NATURE CURE HOSPITAL,MMTS_Train,2024-11-21 00:00:00,284,0.14
